sex,exper,school,wage
F,8,11,5.810705107
F,8,11,7.176412946
F,8,11,4.268516357
F,8,11,8.772984016
F,8,11,2.44977952
M,8,11,1.032880014
M,8,11,6.433764396
M,8,11,4.616169911
M,8,11,9.353908034
M,8,11,7.655561
M,8,11,3.837004067
M,8,11,4.5933366
M,8,11,4.777070064
M,8,11,5.538631958
M,8,11,5.384130813
M,8,11,5.66530969
M,8,11,7.34933856
M,8,11,3.598546187
M,8,11,10.70711344
M,8,11,5.626702077
M,8,11,7.96178344
M,8,11,5.132871375
M,8,11,4.159625634
M,8,11,3.67466928
M,8,11,5.81822636
M,8,11,5.242326545
M,8,11,5.20578148
M,8,11,3.43519645
M,8,11,4.030038531
M,8,11,7.612860659
M,8,11,8.880450759
M,8,11,11.07143623
M,8,11,3.798862874
M,8,11,9.646006859
M,8,11,3.335277324
M,8,11,6.43067124
M,8,11,3.198038536
M,8,11,1.436172887
M,8,11,5.918493884
M,8,11,8.165931733
M,8,11,6.383819206
M,8,11,8.023946595
M,8,11,5.988349937
M,8,11,6.225755472
M,8,11,0.525097012
M,8,11,2.993630573
M,8,11,8.904626215
M,8,11,6.43067124
M,8,11,5.20578148
M,8,11,6.1244488
M,8,11,5.931616931
M,8,11,8.57422832
M,8,11,5.462630147
M,8,11,4.28711416
M,8,11,3.122268016
M,8,11,6.727021027
M,8,11,4.766813338
M,8,11,8.223297403
M,8,11,7.655561
M,8,11,4.159625634
M,8,11,4.101039357
M,8,11,8.675204895
M,8,11,6.142622238
M,8,11,10.4416832
M,8,11,3.734951813
M,8,11,5.538631958
M,8,11,2.006118662
M,8,11,4.731574158
M,8,11,5.095541401
M,8,11,6.73689368
M,8,11,5.980682396
M,8,11,22.11606511
M,8,11,4.858037353
M,8,11,4.5933366
M,8,11,3.428676926
F,9,11,0.729323674
F,9,11,2.621163272
F,9,11,9.836952512
F,9,11,6.587087018
F,9,11,3.67466928
F,9,11,0.07655561
F,9,11,2.846671174
F,9,11,5.802109389
F,9,11,5.729114009
F,9,11,3.463455255
F,9,11,5.890345331
F,9,11,6.472994666
F,9,11,3.017096882
F,9,11,4.736024518
F,9,11,4.164625184
F,9,11,6.73689368
F,9,11,5.088003618
F,9,11,3.8277805
F,9,11,4.635028857
F,9,11,4.500138466
F,9,11,5.870439402
F,9,11,7.296717997
F,9,11,4.211191241
F,9,11,3.156306616
F,9,11,2.779386219
F,9,11,9.20074777
F,9,11,8.593671014
F,9,11,3.32915281
F,9,11,4.274783055
F,9,11,4.74644782
F,9,11,6.1244488
F,9,11,6.43067124
F,9,11,5.82680549
F,9,11,5.459508644
F,9,11,5.974083022
F,9,11,4.432333049
F,9,11,5.328270456
F,9,11,2.901054695
F,9,11,10.73498891
F,9,11,8.242453181
F,9,11,4.664678067
F,9,11,4.991425772
F,9,11,4.112255435
F,9,11,4.388384573
F,9,11,2.480401764
F,9,11,3.947991788
F,9,11,9.45285949
F,9,11,6.096680518
F,9,11,4.13400294
F,9,11,7.279344859
F,9,11,4.85932425
M,9,11,3.340608436
M,9,11,6.355303854
M,9,11,4.89955904
M,9,11,5.597502847
M,9,11,3.98089172
M,9,11,4.13400294
M,9,11,7.684691208
M,9,11,4.458598726
M,9,11,2.904796611
M,9,11,6.824385805
M,9,11,5.20578148
M,9,11,3.767176878
M,9,11,1.583309207
M,9,11,4.018058763
M,9,11,5.744973149
M,9,11,3.868072926
M,9,11,10.70201785
M,9,11,3.927704061
M,9,11,2.584994623
M,9,11,4.676851811
M,9,11,3.595644134
M,9,11,0.153480163
M,9,11,3.258776478
M,9,11,7.621536284
M,9,11,7.318716316
M,9,11,9.380599045
M,9,11,6.326292936
M,9,11,10.17600724
M,9,11,8.292174778
M,9,11,9.799118079
M,9,11,8.530482257
M,9,11,8.26800588
M,9,11,6.139206508
M,9,11,3.545135483
M,9,11,4.008730123
M,9,11,6.384750152
M,9,11,4.600141543
M,9,11,7.96178344
M,9,11,7.014787171
M,9,11,8.659685745
M,9,11,9.405403514
M,9,11,11.26335411
M,9,11,7.921673699
M,9,11,1.670304218
M,9,11,7.018652068
M,9,11,8.57422832
M,9,11,5.738222299
M,9,11,2.136288642
M,9,11,10.59364117
M,9,11,5.420788725
M,9,11,4.5933366
M,9,11,7.979595036
M,9,11,5.560835828
M,9,11,3.081980686
M,9,11,4.5933366
M,9,11,3.060385226
M,9,11,7.450476246
M,9,11,3.67466928
M,9,11,4.862157826
M,9,11,7.655561
M,9,11,4.654581088
M,9,11,6.643846498
M,9,11,10.41156296
F,10,11,2.44977952
F,10,11,2.382875702
F,10,11,3.960265338
F,10,11,4.821149142
F,10,11,1.995434446
F,10,11,2.642915665
F,10,11,6.053766091
M,10,11,1.092793805
M,10,11,3.67466928
M,10,11,2.44977952
M,10,11,7.264052118
M,10,11,4.81316883
M,10,11,2.002964387
M,10,11,10.10534052
M,10,11,2.205862079
M,10,11,7.96178344
M,10,11,4.512271002
M,10,11,3.558338967
M,10,11,12.15152957
M,10,11,4.5933366
M,10,11,5.20578148
M,10,11,9.186673199
M,10,11,4.814901432
M,10,11,4.89955904
M,10,11,3.364980171
M,10,11,5.846666025
M,10,11,4.713106476
M,10,11,3.67466928
M,10,11,4.005928775
M,10,11,10.43268175
M,10,11,6.920503915
M,10,11,8.118844418
M,10,11,6.50890325
M,10,11,8.908289163
M,10,11,5.811520759
M,10,11,7.39842259
M,10,11,3.791325447
M,10,11,5.004549591
M,10,11,5.51200392
M,10,11,8.811927447
M,10,11,2.826668677
F,11,11,3.642169917
F,11,11,0.42462845
F,11,11,2.75600196
F,11,11,3.552180304
F,11,11,4.5933366
F,11,11,4.643608683
F,11,11,3.817637485
F,11,11,9.013339743
F,11,11,7.077140835
M,11,11,4.946562576
M,11,11,3.9156312
M,11,11,9.375558069
M,11,11,12.32792275
M,11,11,3.256353145
M,11,11,6.956370514
M,11,11,4.792646164
M,11,11,12.35858922
M,11,11,8.880450759
M,11,11,6.634819533
M,11,11,2.60289074
M,11,11,4.654581088
F,12,11,4.28711416
F,12,11,4.06935598
M,12,11,6.219131084
M,12,11,2.962524071
M,12,11,5.51200392
M,12,11,6.73689368
M,12,11,4.398775381
M,12,11,18.3733464
M,12,11,7.96178344
M,12,11,1.635982899
M,12,11,6.43067124
M,12,11,4.239219136
F,13,11,3.98089172
F,13,11,5.443954489
F,13,11,5.119633796
F,13,11,5.3588927
M,13,11,4.088483388
M,13,11,3.330754134
F,2,10,0.271328083
F,3,10,1.709543111
F,3,10,2.370019256
F,3,10,3.36844684
F,3,10,5.573248408
F,3,10,1.930129319
F,3,10,1.99044586
F,3,10,1.01910828
M,3,10,5.384130813
M,3,10,5.925048141
M,3,10,0.982936227
F,4,10,3.137648646
F,4,10,4.46076152
F,4,10,3.155133995
F,4,10,4.962845011
F,4,10,2.909890394
F,4,10,5.129739666
F,4,10,2.891907719
F,4,10,5.646654922
M,4,10,3.0622244
M,4,10,3.970443185
M,4,10,11.63645272
M,4,10,2.488057325
M,4,10,2.388535032
M,4,10,5.20578148
M,4,10,1.004905614
M,4,10,4.595177616
M,4,10,8.908289163
M,4,10,4.5933366
M,4,10,5.790387956
M,4,10,2.85624518
F,5,10,0.518894236
F,5,10,3.480561066
F,5,10,2.75600196
F,5,10,4.443786106
F,5,10,2.75600196
F,5,10,3.256353145
F,5,10,3.860258637
F,5,10,7.34933856
F,5,10,4.685555312
F,5,10,8.380824673
F,5,10,3.340121822
F,5,10,2.274795268
F,5,10,4.676851811
F,5,10,7.471827536
F,5,10,4.405919257
F,5,10,0.51868296
M,5,10,4.351782253
M,5,10,9.843659525
M,5,10,5.915143714
M,5,10,5.51200392
M,5,10,2.10559562
M,5,10,3.829903317
M,5,10,6.113252367
M,5,10,1.592356688
M,5,10,0.399086889
M,5,10,2.75600196
F,6,10,2.022040239
F,6,10,2.943358018
F,6,10,1.633186347
F,6,10,3.257093225
F,6,10,2.662803826
F,6,10,4.840764331
F,6,10,3.796975709
F,6,10,4.409603136
F,6,10,2.171042411
F,6,10,3.548680619
F,6,10,2.330684122
F,6,10,3.67466928
F,6,10,7.493443237
F,6,10,3.189062097
F,6,10,18.51577544
F,6,10,3.467443374
F,6,10,1.843920069
M,6,10,5.732484076
M,6,10,2.815216244
M,6,10,7.463050723
M,6,10,1.309907815
M,6,10,7.96178344
M,6,10,9.628203229
M,6,10,2.345149761
M,6,10,3.993371004
M,6,10,3.466354695
M,6,10,5.671407382
M,6,10,5.242923653
M,6,10,6.487379099
M,6,10,9.128159357
M,6,10,5.072994758
M,6,10,5.18190651
M,6,10,8.530482257
M,6,10,2.630545189
M,6,10,7.742415014
M,6,10,7.655561
M,6,10,4.696021969
M,6,10,1.442134359
M,6,10,4.28711416
M,6,10,10.47416844
M,6,10,8.177415074
M,6,10,4.5933366
F,7,10,4.478503185
F,7,10,1.708537219
F,7,10,5.66511514
F,7,10,6.1244488
F,7,10,3.693891739
F,7,10,5.81822636
F,7,10,7.588673652
F,7,10,14.09165211
F,7,10,1.836628244
F,7,10,7.162805348
F,7,10,1.835569669
F,7,10,5.51200392
F,7,10,3.0622244
F,7,10,4.381355181
F,7,10,5.178395733
F,7,10,5.120575325
F,7,10,4.644373673
F,7,10,5.919541591
F,7,10,4.5933366
F,7,10,2.316155182
F,7,10,5.103707333
F,7,10,1.983362423
M,7,10,1.073498891
M,7,10,5.44912935
M,7,10,5.20578148
M,7,10,0.504708934
M,7,10,6.369426752
M,7,10,4.74644782
M,7,10,2.14355708
M,7,10,5.740685055
M,7,10,3.0622244
M,7,10,6.578750635
M,7,10,2.514247402
M,7,10,8.666095051
M,7,10,2.171395484
M,7,10,5.392878485
M,7,10,7.134982852
M,7,10,6.96656051
M,7,10,4.349852416
M,7,10,0.683265779
M,7,10,4.17289319
M,7,10,3.768891569
M,7,10,4.89955904
M,7,10,3.0622244
M,7,10,4.312632696
M,7,10,2.274795268
M,7,10,3.299683532
M,7,10,3.649150743
M,7,10,2.590550433
M,7,10,4.146762208
M,7,10,10.84694457
M,7,10,6.824385805
M,7,10,4.516606006
M,7,10,3.145395927
M,7,10,6.1244488
M,7,10,3.67466928
M,7,10,2.527550298
M,7,10,2.337118427
M,7,10,4.235695263
M,7,10,7.045826053
M,7,10,4.28711416
M,7,10,6.8900049
M,7,10,5.653337354
M,7,10,4.766237705
M,7,10,7.045826053
M,7,10,2.123142251
F,8,10,1.918321469
F,8,10,1.809496236
F,8,10,1.350408499
F,8,10,6.08842263
F,8,10,5.05267026
F,8,10,1.876164479
F,8,10,6.260547662
F,8,10,3.115480476
F,8,10,1.728474017
F,8,10,5.294280548
F,8,10,6.824385805
F,8,10,4.019411076
F,8,10,3.221889018
F,8,10,7.263381383
F,8,10,0.22966683
F,8,10,1.592356688
F,8,10,3.763752171
F,8,10,4.170457992
F,8,10,6.219591147
F,8,10,4.679354139
F,8,10,3.216882198
F,8,10,1.65296542
F,8,10,1.551941544
F,8,10,6.227883935
F,8,10,3.98089172
F,8,10,5.20578148
F,8,10,4.153973968
F,8,10,2.14355708
F,8,10,6.662580284
F,8,10,2.647623947
F,8,10,3.0622244
F,8,10,5.788038914
F,8,10,5.450759432
F,8,10,6.73689368
F,8,10,1.749842514
F,8,10,3.961298964
F,8,10,2.244261104
F,8,10,4.13400294
M,8,10,0.868558193
M,8,10,7.433243508
M,8,10,7.96178344
M,8,10,5.81822636
M,8,10,6.239438451
M,8,10,4.684837329
M,8,10,4.199622034
M,8,10,1.37800098
M,8,10,3.789808917
M,8,10,7.600747914
M,8,10,2.969429721
M,8,10,6.252041483
M,8,10,5.550122896
M,8,10,5.790387956
M,8,10,4.088037874
M,8,10,8.733492945
M,8,10,2.14355708
M,8,10,3.039953677
M,8,10,8.47449009
M,8,10,6.351701074
M,8,10,7.90477783
M,8,10,0.816593173
M,8,10,5.307855626
M,8,10,4.604404881
M,8,10,4.143370006
M,8,10,3.819109978
M,8,10,2.787495296
M,8,10,5.068509351
M,8,10,4.443786106
M,8,10,2.965282473
M,8,10,3.98089172
M,8,10,4.13400294
M,8,10,4.89955904
M,8,10,7.709096391
M,8,10,3.327312482
M,8,10,3.516861397
M,8,10,5.51200392
M,8,10,3.560549116
M,8,10,7.546714161
F,9,10,2.44977952
F,9,10,3.791325447
F,9,10,3.186705067
F,9,10,2.901327864
F,9,10,6.044524743
F,9,10,8.26800588
F,9,10,6.824385805
F,9,10,0.91866732
F,9,10,4.472912045
F,9,10,0.449606594
F,9,10,3.67466928
F,9,10,3.0622244
F,9,10,4.845942187
F,9,10,7.413806442
F,9,10,7.469477001
F,9,10,2.751372247
F,9,10,2.597154802
F,9,10,4.644373673
F,9,10,7.34933856
F,9,10,2.44977952
F,9,10,4.382633086
F,9,10,2.14355708
F,9,10,8.880450759
F,9,10,7.04311612
F,9,10,3.954644082
F,9,10,3.984449264
F,9,10,3.67466928
F,9,10,7.550292498
F,9,10,5.471276335
F,9,10,5.3588927
F,9,10,10.84157745
F,9,10,3.98089172
F,9,10,3.42538536
F,9,10,10.97297077
F,9,10,7.04311612
F,9,10,4.491262453
M,9,10,4.338846561
M,9,10,1.797822067
M,9,10,2.75600196
M,9,10,4.89955904
M,9,10,5.81822636
M,9,10,7.04311612
M,9,10,3.251996053
M,9,10,3.613127007
M,9,10,4.611595178
M,9,10,6.889833826
M,9,10,7.033722793
M,9,10,1.894702895
M,9,10,1.094403222
M,9,10,7.599884192
M,9,10,2.044507352
M,9,10,3.63967243
M,9,10,5.51200392
M,9,10,6.431358351
M,9,10,3.939851599
M,9,10,3.966430774
M,9,10,7.089075305
M,9,10,7.389126162
M,9,10,4.551203867
M,9,10,7.655561
M,9,10,7.210671794
M,9,10,5.318936745
M,9,10,8.165931733
M,9,10,4.256491916
M,9,10,6.535792376
M,9,10,3.244977239
M,9,10,4.082965866
M,9,10,10.69849724
M,9,10,5.552042689
M,9,10,6.139683747
M,9,10,8.56873554
M,9,10,6.366658639
M,9,10,6.572354453
M,9,10,6.114649682
M,9,10,9.186673199
M,9,10,4.227495632
M,9,10,4.591912309
M,9,10,3.67466928
M,9,10,5.814414462
M,9,10,5.307855626
M,9,10,5.095541401
M,9,10,6.1244488
F,10,10,2.547770701
F,10,10,7.372021703
F,10,10,6.369426752
F,10,10,3.574678279
F,10,10,4.352683429
F,10,10,3.98089172
F,10,10,3.401150207
F,10,10,3.67466928
M,10,10,9.634427019
M,10,10,1.905384071
M,10,10,0.826125389
M,10,10,7.34933856
M,10,10,5.492711906
M,10,10,1.561134008
M,10,10,9.910291218
M,10,10,11.1263404
M,10,10,7.655561
M,10,10,10.42566016
M,10,10,7.04311612
M,10,10,6.999370057
M,10,10,3.98089172
M,10,10,4.028983029
M,10,10,3.584082577
M,10,10,3.966724845
M,10,10,4.463720341
M,10,10,11.2007817
M,10,10,3.244741086
M,10,10,3.703155088
M,10,10,5.201891176
M,10,10,4.028095969
F,11,10,6.244536031
F,11,10,12.17684526
F,11,10,3.98089172
F,11,10,8.63651085
M,11,10,2.074731841
M,11,10,6.1244488
M,11,10,4.048364461
M,11,10,2.84678559
M,11,10,2.532015935
M,11,10,2.814179714
M,11,10,10.18461638
M,11,10,6.73689368
M,11,10,4.25108799
M,11,10,3.0622244
M,11,10,4.215061821
M,11,10,6.902827021
M,11,10,5.199532042
M,11,10,21.87303143
M,11,10,7.661967327
F,12,10,5.81822636
F,12,10,2.705294158
F,12,10,3.821656051
F,12,10,6.43067124
F,12,10,5.780867222
M,12,10,4.89955904
M,12,10,2.002964387
M,12,10,3.0622244
M,12,10,4.728395405
M,12,10,2.617572638
M,12,10,2.75600196
M,12,10,2.364520372
M,12,10,4.627361315
M,12,10,7.441205292
M,12,10,7.34933856
M,12,10,6.675381748
M,12,10,1.632628183
M,12,10,6.43067124
F,13,10,9.199309614
F,13,10,5.51200392
F,13,10,3.44500245
F,13,10,5.790387956
M,13,10,7.04311612
M,14,10,5.479769979
M,14,10,5.352459455
M,14,10,3.358771152
F,3,9,3.272940467
F,3,9,0.55146552
F,3,9,2.327290544
M,3,9,3.402067701
F,4,9,3.791325447
F,4,9,3.352329869
F,4,9,0.324970753
F,4,9,2.425004831
M,4,9,3.98089172
M,4,9,4.5933366
M,4,9,1.831210191
F,5,9,2.547770701
F,5,9,3.244977239
F,5,9,2.274795268
F,5,9,1.192776545
F,5,9,5.352459455
F,5,9,1.597682296
F,5,9,2.31090313
M,5,9,2.060350613
M,5,9,2.557801294
M,5,9,2.987536
M,5,9,7.145190266
F,6,9,2.44977952
F,6,9,3.54330383
F,6,9,2.048972321
F,6,9,5.725940145
F,6,9,4.33663098
F,6,9,1.145065483
F,6,9,2.653927813
F,6,9,3.538570418
M,6,9,5.81822636
M,6,9,3.67466928
M,6,9,5.177824554
M,6,9,5.164400069
M,6,9,4.89955904
M,6,9,0.813810914
M,6,9,3.751255771
M,6,9,3.791325447
M,6,9,5.51200392
M,6,9,2.847868692
M,6,9,1.326963907
M,6,9,3.98089172
M,6,9,4.28711416
M,6,9,4.538783909
F,7,9,3.67466928
F,7,9,4.87456129
F,7,9,8.074831075
F,7,9,4.28711416
M,7,9,5.352459455
M,7,9,10.13317892
M,7,9,5.157430568
M,7,9,3.266372693
F,8,9,4.828504129
F,8,9,1.582466274
F,8,9,3.284235669
F,8,9,2.881090737
F,8,9,3.605954414
F,8,9,1.194267516
F,8,9,3.0622244
F,8,9,3.145395927
F,8,9,4.630151786
M,8,9,1.088170857
M,8,9,5.428488709
M,8,9,0.52581949
M,8,9,5.463969027
M,8,9,5.328752696
M,8,9,2.44977952
M,8,9,2.789529964
M,8,9,5.778713787
M,8,9,18.3733464
M,8,9,1.935995973
M,8,9,1.961745954
M,8,9,0.353857042
F,9,9,3.746721619
F,9,9,5.51200392
F,9,9,21.23142251
F,9,9,2.14355708
F,9,9,5.97133758
F,9,9,3.67466928
M,9,9,2.540994715
M,9,9,0.469721737
M,9,9,2.672486749
M,9,9,1.60035848
M,9,9,3.36844684
M,9,9,5.966676114
M,9,9,6.1244488
M,9,9,1.048465309
M,9,9,2.048646031
M,9,9,4.265241128
M,9,9,8.11789684
M,9,9,5.466201953
M,9,9,2.869741723
M,9,9,3.340608436
M,9,9,2.986983483
M,9,9,7.720517275
M,9,9,8.887572212
M,9,9,7.633134589
M,9,9,3.593470664
F,10,9,3.214852619
F,10,9,2.60289074
F,10,9,4.639149406
F,10,9,6.390039783
F,10,9,5.607929021
F,10,9,2.75600196
M,10,9,3.122268016
M,10,9,3.8277805
M,10,9,5.914467698
M,10,9,4.732114972
M,10,9,1.313283866
M,10,9,5.51200392
M,10,9,4.151395462
M,10,9,3.98089172
M,10,9,4.084602326
M,10,9,5.51200392
M,10,9,5.931945752
M,10,9,2.815561924
M,10,9,3.814027995
M,10,9,6.935854902
F,11,9,3.033060358
F,11,9,0.908064914
M,11,9,5.07524044
M,11,9,4.190412337
M,11,9,7.003530158
M,11,9,4.090457547
M,11,9,4.799656683
M,11,9,4.984768762
M,11,9,3.455113568
M,11,9,0.184621065
M,11,9,3.67466928
M,11,9,7.96178344
M,11,9,4.454144582
M,11,9,2.888628912
M,11,9,5.144536992
F,12,9,3.631690692
F,12,9,4.5933366
F,12,9,3.98089172
F,12,9,6.379634166
F,12,9,3.0622244
M,12,9,3.641984801
M,12,9,5.3588927
M,12,9,5.199532042
M,12,9,3.076143602
M,12,9,3.866333685
M,12,9,4.334225304
F,13,9,5.007410968
F,13,9,1.621177623
F,13,9,6.769127621
F,13,9,7.205233882
F,13,9,5.397819281
M,13,9,4.423213022
M,13,9,3.98089172
M,13,9,4.038585803
M,13,9,2.775139934
M,13,9,3.266372693
M,13,9,4.413461056
F,14,9,5.75261824
M,14,9,7.839294464
M,14,9,7.19622734
M,14,9,3.676112024
M,14,9,2.757327598
M,15,9,3.929191827
F,3,8,1.481262035
F,3,8,1.676164935
M,3,8,9.099181074
M,3,8,0.77675936
M,4,8,3.63967243
M,4,8,2.533294731
M,4,8,1.516530179
F,5,8,2.978508913
F,5,8,1.481262035
M,5,8,5.51200392
F,6,8,1.979839576
F,6,8,0.097991181
F,6,8,1.446167969
M,6,8,10.07023992
M,6,8,4.342790967
M,6,8,2.076986984
M,7,8,2.14355708
M,7,8,1.83733464
M,7,8,3.899649032
M,7,8,1.066905654
F,8,8,1.764622737
M,8,8,2.615292806
M,8,8,5.002167606
M,8,8,4.281967564
F,9,8,2.75600196
F,9,8,6.811117395
F,9,8,5.71249036
F,9,8,2.14355708
M,9,8,4.89955904
M,9,8,7.34933856
M,9,8,2.125409354
M,9,8,3.629302992
F,10,8,6.14809532
F,10,8,3.094458341
F,10,8,2.895193978
F,10,8,2.583021345
F,10,8,3.360248759
M,10,8,2.547770701
M,10,8,4.094631483
M,10,8,5.815912336
M,10,8,3.36844684
M,10,8,6.969585503
M,10,8,5.859321146
M,10,8,3.966242038
M,10,8,2.90911318
F,11,8,0.438681449
F,11,8,1.476470891
M,11,8,1.525002415
M,11,8,5.709151024
M,11,8,3.98089172
M,11,8,4.89955904
M,11,8,6.73689368
M,11,8,5.51200392
F,12,8,2.14355708
M,12,8,1.041156296
M,12,8,6.050955414
M,12,8,1.869998367
M,12,8,3.482146744
M,12,8,2.511024008
M,12,8,9.492895639
M,12,8,4.777070064
M,13,8,1.031705953
M,13,8,3.184713376
M,13,8,2.642338609
M,13,8,5.51200392
M,13,8,3.377726308
M,13,8,2.895193978
M,13,8,7.106385219
M,13,8,3.98089172
M,13,8,4.316925094
M,14,8,6.189372285
M,14,8,1.851577544
M,14,8,5.654321398
M,14,8,10.41156296
M,14,8,4.089957246
M,14,8,6.687898089
F,15,8,2.388535032
M,15,8,3.239377878
M,15,8,4.796120073
M,15,8,3.618992473
M,15,8,2.932216919
F,16,8,2.864023429
M,16,8,5.73799608
M,16,8,5.248806553
M,16,8,4.099136028
M,16,8,5.594766741
F,6,7,5.790387956
M,6,7,4.654069652
M,7,7,4.153973968
F,9,7,2.658963729
M,9,7,10.94745223
M,9,7,2.309436821
M,10,7,4.035539653
M,10,7,1.932471709
M,10,7,3.866333685
M,10,7,3.266372693
M,11,7,6.130999012
M,11,7,4.438624914
F,12,7,3.0622244
M,12,7,5.05267026
M,12,7,4.072523499
F,13,7,4.355163591
F,13,7,3.0622244
M,13,7,6.8900049
F,14,7,0.444792371
F,14,7,3.145089616
M,14,7,3.536114782
M,14,7,6.163961373
F,15,7,3.184713376
M,16,7,4.5933366
F,9,6,2.211606511
F,9,6,4.517323937
M,12,6,2.75600196
M,13,6,3.581203796
M,14,6,5.51200392
M,14,6,5.459508644
M,14,6,6.43067124
F,15,6,4.303666724
M,15,6,6.73689368
M,16,6,0.231447193
M,16,6,4.503635077
M,17,6,7.006369427
M,17,6,5.606889746
M,18,6,5.061614901
F,10,5,0.603165412
M,11,5,3.802642837
M,14,5,7.500446455
M,14,5,4.886293086
M,16,5,4.303666724
M,15,4,3.56497766
M,18,4,9.099181074
M,18,3,5.51682632
